title,mantra
Brihadaranyaka Upanishad,आपः पीतास्त्रेधा विधीयन्ते तासां यः स्थविष्ठो धातुस्तन्मूत्रं भवति यो मध्यमस्तल्लोहितं योऽणिष्ठः स प्राणः ।। 6.5.2 ।। 
Brihadaranyaka Upanishad,तेजोऽशितं त्रेधा विधीयते तस्य यः स्थविष्ठो धातुस्तदस्थि भवति यो मध्यमः स मज्जा योऽणिष्ठः सा वाक् ।। 6.5.3 ।। 
Brihadaranyaka Upanishad,अन्नमयँ् हि सोम्य मन आपोमयः प्राणस्तेजोमयी वागिति भूय एव मा भगवान्विज्ञापयत्विति तथा सोम्येति होवाच ।। 6.5.4 ।। इति पञ्चमः खण्डः ।। 5 ।।  
Brihadaranyaka Upanishad,दध्नः सोम्य मथ्यमानस्य योऽणिमा स ऊर्ध्वः समुदीषति तत्सर्पिर्भवति ।। 6.6.1 ।। 
Brihadaranyaka Upanishad,एवमेव खलु सोम्यान्नस्याश्यमानस्य योऽणिमा स ऊर्ध्वः समुदीषति तन्मनो भवति ।। 6.6.2 ।। 
Brihadaranyaka Upanishad,अपाँ् सोम्य पीयमानानां योऽणिमा स ऊर्ध्वः समुदीषति स प्राणो भवति ।। 6.6.3 ।। 
Brihadaranyaka Upanishad,तेजसः सोम्याश्यमानस्य योऽणिमा स ऊर्ध्व समुदीषति सा वाग्भवति ।। 6.6.4 ।। 
Brihadaranyaka Upanishad,अन्नमयँ् हि सोम्य मन आपोमयः प्राणस्तेजोमया वागिति भूय एव मा भगवान्विज्ञापयत्विति तथा सोम्येति होवाच ।। 6.6.5 ।। इति षष्ठः खण्डः ।। 6 ।। 
Brihadaranyaka Upanishad,षोडशकलः सोम्य पुरुषः पञ्चदशाहानि माशीः काममपः पिबापोमयः प्राणो न पिबतो विच्छेत्स्यत इति।। 6.7.1 ।। 
Brihadaranyaka Upanishad,"स ह पञ्चदशाहानि नाशाथ हैनमुपससाद किं ब्रवीमि भो इत्यृचः सोम्य , यजू , षि सामानीति स होवाच न वै मो प्रतिभान्ति भो इति ।। 6.7.2 ।।"
Brihadaranyaka Upanishad,तँ् होवाच यथा सोम्य महतोऽभ्याहितस्यैकोऽङ्गारः खद्योतमात्रः परिशिष्टः स्यात्तेन ततोऽपि न बहु दहेदेवँ् सोम्य ते षोडशानां कलानामेका कलातिशिष्टा स्यात्तयैतर्हि वेदान्नानुभवस्यशानाथ मे विज्ञास्यसीति ।। 6.7.3 ।। 
Brihadaranyaka Upanishad,स हाशाथ हैनमुपससाद तँ् ह यत्किञ्च पप्रच्छ सर्वँ् ह प्रतिपेदे ।। 6.7.4 ।। 
